tarih,sicaklik_ortalama_c,sicaklik_maksimum_c,sicaklik_minimum_c,ruzgar_ortalama_kmh,yuzey_basinci_hpa,toprak_nemi_0_7_m3m3,toprak_nemi_7_28_m3m3,toprak_sicakligi_0_7_c,yagis_mm,et0_mm,toprak_nemi_0_7_yuzde,toprak_nemi_7_28_yuzde,yil,ay,yilin_gunu
2020-01-01,5.395833333333333,6.4,3.2,4.695833333333334,1004.0458333333332,0.4132916666666666,0.4067083333333333,6.845833333333334,6.6,0.27,41.32916666666666,40.67083333333333,2020,1,1
2020-01-02,3.945833333333333,6.8,2.3,9.175,1006.1416666666668,0.4048333333333334,0.4020416666666667,5.770833333333333,1.1,0.84,40.483333333333334,40.204166666666666,2020,1,2
2020-01-03,3.5416666666666665,6.0,0.8,8.708333333333334,1004.0166666666668,0.391875,0.3923333333333333,4.595833333333333,0.0,0.97,39.1875,39.233333333333334,2020,1,3
2020-01-04,5.833333333333333,9.7,3.8,4.75,999.1708333333332,0.3863333333333333,0.3852916666666666,5.095833333333333,0.0,0.91,38.63333333333333,38.52916666666666,2020,1,4
2020-01-05,5.0375000000000005,8.8,2.3,4.308333333333334,994.8041666666668,0.3811666666666666,0.3804583333333333,4.445833333333334,0.0,0.75,38.11666666666666,38.04583333333333,2020,1,5
2020-01-06,4.916666666666667,5.3,4.0,11.1625,992.3458333333332,0.4096666666666667,0.388625,5.795833333333333,17.1,0.44,40.96666666666667,38.8625,2020,1,6
2020-01-07,4.833333333333333,5.6,4.0,6.008333333333333,996.1208333333334,0.4303333333333333,0.4210833333333333,6.308333333333334,37.1,0.26,43.03333333333333,42.108333333333334,2020,1,7
2020-01-08,3.9958333333333336,5.1,2.0,6.633333333333333,1004.5291666666668,0.4272499999999999,0.4238333333333333,6.354166666666667,9.6,0.29,42.724999999999994,42.383333333333326,2020,1,8
2020-01-09,3.5625,5.9,1.1,7.291666666666667,1006.8041666666668,0.4085833333333333,0.4120833333333333,5.833333333333333,0.5,0.51,40.85833333333333,41.20833333333333,2020,1,9
2020-01-10,3.9625,9.1,-0.8,3.4958333333333336,1005.4416666666666,0.40025,0.4032916666666666,5.1125,0.0,1.01,40.025,40.32916666666666,2020,1,10
2020-01-11,4.9125000000000005,12.5,-1.1,3.4916666666666667,1004.4291666666668,0.4001666666666667,0.3992083333333334,5.2625,0.0,1.16,40.01666666666667,39.92083333333334,2020,1,11
2020-01-12,6.4875,8.5,4.2,4.841666666666667,1007.0375,0.4012083333333333,0.3990416666666667,5.7125,0.0,0.7,40.12083333333333,39.90416666666667,2020,1,12
2020-01-13,6.229166666666667,8.7,4.2,4.208333333333333,1007.7583333333332,0.4010833333333334,0.3998333333333333,6.491666666666667,0.0,0.98,40.10833333333334,39.983333333333334,2020,1,13
2020-01-14,5.295833333333333,9.1,2.2,4.245833333333334,1006.9666666666668,0.396125,0.3982916666666667,5.0,0.0,0.88,39.6125,39.82916666666667,2020,1,14
2020-01-15,6.004166666666666,10.0,2.9,4.645833333333333,1008.9791666666666,0.3925416666666667,0.3955,5.3500000000000005,0.0,1.17,39.25416666666667,39.550000000000004,2020,1,15
2020-01-16,5.754166666666666,10.3,2.2,6.6125,1006.3208333333332,0.38875,0.3924166666666667,5.6375,0.0,1.22,38.875,39.24166666666667,2020,1,16
2020-01-17,6.391666666666667,8.4,5.1,8.5625,1005.3375,0.3871666666666666,0.3897083333333333,6.633333333333333,1.3,0.55,38.71666666666666,38.97083333333333,2020,1,17
2020-01-18,6.479166666666667,9.2,3.6,8.645833333333334,1004.8958333333334,0.38625,0.3876666666666666,6.9750000000000005,0.1,0.73,38.625,38.76666666666666,2020,1,18
2020-01-19,4.658333333333333,7.3,2.7,7.379166666666666,1003.2208333333332,0.3812916666666666,0.385375,5.425,0.0,1.0,38.129166666666656,38.5375,2020,1,19
2020-01-20,4.4750000000000005,6.5,3.0,5.308333333333334,1013.6125,0.3923333333333333,0.3848333333333333,4.55,7.7,0.4,39.233333333333334,38.48333333333333,2020,1,20
2020-01-21,2.9958333333333336,4.9,1.3,5.079166666666667,1018.8708333333334,0.395625,0.3918333333333333,4.570833333333334,1.0,0.46,39.5625,39.18333333333333,2020,1,21
2020-01-22,4.233333333333333,9.5,1.3,3.458333333333333,1011.2916666666666,0.389625,0.3905416666666667,4.6625000000000005,0.0,1.07,38.9625,39.05416666666667,2020,1,22
2020-01-23,4.104166666666667,7.0,1.7,6.4875,1006.7916666666666,0.3899999999999999,0.3891666666666666,3.579166666666667,5.2,0.77,38.99999999999999,38.91666666666666,2020,1,23
2020-01-24,4.05,7.1,1.7,5.283333333333333,1013.0125,0.388875,0.3889583333333333,3.4458333333333333,0.0,1.12,38.8875,38.89583333333333,2020,1,24
2020-01-25,5.95,13.1,0.3,3.3041666666666667,1008.5833333333334,0.3844583333333333,0.3869166666666666,3.4791666666666665,0.0,1.45,38.445833333333326,38.691666666666656,2020,1,25
2020-01-26,8.054166666666667,14.3,3.8,5.266666666666667,1007.0125,0.3819999999999999,0.3847083333333334,4.883333333333334,0.0,1.52,38.19999999999999,38.47083333333334,2020,1,26
2020-01-27,9.4,16.2,4.2,4.308333333333334,1000.9291666666668,0.3804583333333333,0.3825833333333333,7.241666666666666,0.0,1.02,38.04583333333333,38.258333333333326,2020,1,27
2020-01-28,9.008333333333333,11.0,6.0,3.970833333333333,995.4791666666666,0.4205,0.4090833333333333,7.966666666666666,7.3,0.48,42.05,40.90833333333333,2020,1,28
2020-01-29,9.566666666666666,16.0,3.7,10.404166666666669,993.9333333333334,0.4047916666666666,0.4135416666666666,8.191666666666666,2.4,1.83,40.47916666666666,41.35416666666666,2020,1,29
2020-01-30,7.433333333333334,10.3,3.7,5.691666666666666,995.0125,0.4242083333333333,0.4202916666666667,7.908333333333334,16.8,0.47,42.42083333333333,42.02916666666667,2020,1,30
2020-01-31,5.3,9.8,1.6,8.012500000000001,1000.9166666666666,0.4072916666666666,0.4160833333333333,6.179166666666667,0.9,1.63,40.72916666666666,41.60833333333333,2020,1,31
2020-02-01,8.941666666666666,13.9,5.0,7.104166666666667,998.45,0.3982916666666667,0.4064583333333333,7.545833333333333,0.0,1.5,39.82916666666667,40.64583333333333,2020,2,32
2020-02-02,9.95,18.1,3.3,5.6625000000000005,999.8833333333332,0.3900416666666667,0.4000833333333333,8.2125,0.0,1.85,39.00416666666667,40.008333333333326,2020,2,33
2020-02-03,11.170833333333333,16.9,5.9,10.679166666666667,997.0166666666668,0.3827916666666666,0.39375,9.170833333333333,0.0,1.84,38.27916666666666,39.375,2020,2,34
2020-02-04,12.645833333333334,17.1,9.5,6.5375000000000005,991.3916666666668,0.3804166666666667,0.3886666666666666,11.008333333333333,1.7,1.42,38.04166666666667,38.86666666666666,2020,2,35
2020-02-05,12.879166666666668,19.2,9.3,8.775,975.5458333333332,0.389625,0.3889583333333333,11.345833333333331,19.7,1.93,38.9625,38.89583333333333,2020,2,36
2020-02-06,6.3500000000000005,9.5,2.7,6.408333333333334,987.7625,0.421875,0.4248749999999999,8.779166666666667,17.4,0.38,42.1875,42.48749999999999,2020,2,37
2020-02-07,3.208333333333333,5.3,1.8,5.295833333333333,998.3,0.406125,0.4159583333333332,6.391666666666667,7.0,0.77,40.612500000000004,41.59583333333332,2020,2,38
2020-02-08,-0.3833333333333333,1.8,-2.2,7.154166666666666,1007.7416666666668,0.395625,0.40775,5.6875,13.0,0.86,39.5625,40.775,2020,2,39
2020-02-09,-0.5458333333333333,2.1,-2.4,5.8125,1013.7666666666668,0.3914166666666667,0.401,5.408333333333334,0.5,0.71,39.141666666666666,40.1,2020,2,40
2020-02-10,-0.0208333333333333,9.1,-8.8,4.495833333333334,1007.4541666666668,0.3971666666666666,0.3977083333333333,5.325,0.0,1.44,39.71666666666666,39.77083333333333,2020,2,41
2020-02-11,4.633333333333334,12.0,-2.0,10.2,994.0166666666668,0.409875,0.4043333333333334,5.6125,0.0,1.92,40.9875,40.43333333333334,2020,2,42
2020-02-12,7.491666666666667,8.9,5.6,5.3500000000000005,997.4291666666668,0.4242916666666667,0.4253333333333333,6.870833333333334,15.3,0.78,42.42916666666667,42.53333333333333,2020,2,43
2020-02-13,7.05,10.2,4.0,4.091666666666667,1005.5875,0.414,0.4209583333333333,6.716666666666666,0.1,1.79,41.4,42.09583333333333,2020,2,44
2020-02-14,7.658333333333334,15.5,0.4,4.154166666666667,1003.3166666666666,0.40475,0.4122916666666666,5.995833333333334,3.6,1.73,40.475,41.229166666666664,2020,2,45
2020-02-15,8.737499999999999,10.3,7.7,5.608333333333333,1000.9291666666668,0.425375,0.4231666666666666,8.070833333333333,8.9,0.79,42.5375,42.316666666666656,2020,2,46
2020-02-16,7.649999999999999,9.8,5.2,7.566666666666666,1008.9625,0.410375,0.4185833333333333,8.145833333333334,0.1,0.86,41.0375,41.858333333333334,2020,2,47
2020-02-17,7.145833333333333,12.1,3.3,5.016666666666667,1008.0,0.39775,0.409875,7.691666666666666,0.0,1.77,39.775,40.9875,2020,2,48
2020-02-18,8.270833333333334,15.2,2.3,4.145833333333333,1001.8625,0.38725,0.399375,7.308333333333334,0.0,1.85,38.725,39.9375,2020,2,49
2020-02-19,9.4875,14.8,5.3,3.7416666666666663,999.7333333333332,0.378875,0.3899999999999999,8.104166666666666,0.0,1.91,37.8875,38.99999999999999,2020,2,50
2020-02-20,8.65,11.9,6.0,3.2916666666666665,994.6916666666666,0.3912083333333333,0.3867916666666666,8.0375,10.3,1.15,39.12083333333333,38.67916666666666,2020,2,51
2020-02-21,6.691666666666666,8.1,5.4,7.820833333333333,997.15,0.427,0.42225,7.85,7.6,0.57,42.699999999999996,42.225,2020,2,52
2020-02-22,5.808333333333334,8.5,4.4,9.683333333333334,1004.1958333333332,0.4134166666666666,0.4192083333333333,7.333333333333333,0.2,1.09,41.34166666666666,41.92083333333333,2020,2,53
2020-02-23,5.825,9.7,2.7,7.391666666666667,1005.5,0.3982916666666667,0.4099583333333333,6.8875,0.0,1.74,39.82916666666667,40.99583333333333,2020,2,54
2020-02-24,9.070833333333336,17.5,2.0,5.095833333333333,997.4125,0.389,0.4006666666666666,7.579166666666667,0.4,1.87,38.9,40.06666666666666,2020,2,55
2020-02-25,9.0375,15.0,2.7,5.991666666666667,1000.1958333333332,0.3840416666666666,0.3923333333333333,8.433333333333334,0.0,2.13,38.40416666666666,39.233333333333334,2020,2,56
2020-02-26,11.683333333333332,21.6,3.4,6.1000000000000005,990.9416666666666,0.3731666666666666,0.3843333333333333,9.383333333333333,0.0,3.09,37.316666666666656,38.43333333333333,2020,2,57
2020-02-27,13.075,19.9,7.7,14.2375,987.9125,0.3747916666666666,0.377375,11.133333333333333,7.1,3.26,37.47916666666666,37.737500000000004,2020,2,58
2020-02-28,10.7625,15.0,6.0,6.0375000000000005,992.7625,0.398875,0.4054999999999999,10.645833333333334,2.7,2.07,39.887499999999996,40.54999999999999,2020,2,59
2020-02-29,7.754166666666666,10.0,6.8,6.504166666666666,992.5875,0.4171666666666667,0.4125,8.541666666666666,15.3,0.59,41.71666666666667,41.25,2020,2,60
2020-03-01,8.404166666666667,12.4,5.6,3.795833333333333,1001.3833333333332,0.406625,0.4155,8.908333333333333,0.0,1.79,40.6625,41.55,2020,3,61
2020-03-02,10.958333333333334,19.8,2.8,4.941666666666666,997.0041666666666,0.393375,0.4052916666666666,9.4875,0.0,2.77,39.3375,40.52916666666666,2020,3,62
